"","zip","bail_amount"
"3097","19132",5000
"3098","19134",10000
"3099","19148",0
"3100","19145",25000
"3101","19149",15000
"3103","19147",10000
"3104","19026",0
"3105","19143",300
"3106","19143",50000
"3107","19143",0
"3108","19135",50000
"3109","19126",50000
"3110","19026",1e+05
"3111","19036",7500
"3112","19137",7500
"3114","19151",0
"3115","19121",150000
"3116","19046",3e+06
"3117","19125",0
"3118","19026",300
"3119","19139",0
"3121","19142",0
"3122","19079",0
"3123","19124",40000
"3124","19124",0
"3125","19147",10000
"3126","19125",25000
"3127","19120",5000
"3128","19121-1704",25000
"3129","19134",50000
"3130","19134",5000
"3131","19107",50000
"3132","19122",0
"3133","19142",10000
"3134","19100",25000
"3135","19320",0
"3136","19145",10000
"3137","8817",0
"3138","19111",25000
"3139","21234",10000
"3140","19126",30000
"3141","19134",125000
"3142","19124",50000
"3143","19124",1e+05
"3144","19111",25000
"3145","19131",10000
"3146","19141",0
"3147","19131",10000
"3148","19446",10000
"3149","19132",5e+05
"3150","19107",50000
"3151","19120",2500
"3152","19132",0
"3154","19135",25000
"3155","19124",50000
"3156","19803",5000
"3157","19053",150000
"3158","19139",150000
"3159","19126",50000
"3160","19142",25000
"3161","19121",1e+05
"3162","19104",30000
"3163","19114",0
"3164","19133",0
"3166","19139",0
"3167","19120",25000
"3168","19138",5000
"3169","19133",50000
"3171","19139",150000
"3172","19124",1e+05
"3173","19120",25000
"3174","19134",25000
"3175","19134",10000
"3176","19142",0
"3177","19138",10000
"3178","19064",0
"3179","19140",50000
"3180","19133",0
"3181","19140",0
"3182","191",5000
"3183","19140",0
"3184","19134",1e+05
"3185","19139",0
"3186","19149",250000
"3187","19121",5000
"3188","19131",15000
"3189","19121",2500
"3190","19125",30000
"3191","19140",0
"3192","19141",5000
"3193","19152",50000
"3194","19138",25000
"3195","19143",0
"3196","19120",0
"3197","19111",75000
"3198","19141",10000
"3199","19133",0
"3200","19150",0
"3201","19120",2500
"3202","19133",20000
"3203","19131",15000
"3204","19140",50000
"3205","19144",0
"3206","19134",0
"3207","19134",0
"3209","19132",3e+05
"3210","19124",25000
"3211","19104",0
"3212","19134",10000
"3213","19143",2e+05
"3214","19136",0
"3215","19120",0
"3216","19134",0
"3217","19138",25000
"3218","19124",450000
"3219","19144",0
"3220","19464",5000
"3221","19132",150000
"3222","19151",10000
"3223","19144",0
"3224","19144",3700
"3225","19120",0
"3226","19119",25000
"3227","19124",450000
"3229","19335",0
"3230","77396",250000
"3231","19131",450000
"3232","19124",6700
"3233","8053",0
"3234","19131",300
"3235","19134",0
"3236","19125",0
"3237","19140",20000
"3238","19114",1e+05
"3240","19131",25000
"3241","19134",35000
"3242","8054",0
"3243","19116",0
"3244","19135",1e+05
"3245","19140",1e+05
"3246","19139",1e+05
"3247","19140",30000
"3248","19124",5e+05
"3249","19144",50000
"3250","19137",250000
"3251","19120",20000
"3252","19133",2e+05
"3253","19148",0
"3254","19142",7500
"3255","8093",10000
"3256","19120",0
"3257","19132",5000
"3258","19120",10000
"3259","19124",1e+05
"3260","19121",25000
"3261","19136",1e+05
"3262","19138",12000
"3263","19121",50000
"3265","19144",50000
"3266","19139",0
"3267","19138",0
"3268","19132",75000
"3269","19703",25000
"3270","19139",2e+05
"3271","19135",25000
"3272","19133",50000
"3273","19138",0
"3274","19111",0
"3275","19120",50000
"3276","19151",75000
"3277","19124",0
"3278","19145",10000
"3280","19116",15000
"3281","19134",7500
"3282","19132",0
"3283","19135",25000
"3284","19063",150000
"3285","19142",125000
"3286","8031",0
"3287","19129",10000
"3288","19124",0
"3289","19114",50000
"3290","19020",10000
"3291","19141",150000
"3292","19129",5000
"3293","19143",35000
"3294","19134",150000
"3295","19124",60000
"3296","19143",75000
"3297","19135",25000
"3298","19121",10000
"3299","19134",0
"3300","19119",25000
"3301","19133",8000
"3305","19140",15000
"3306","19144",12000
"3307","19141",250000
"3308","19124",15000
"3309","19134",30000
"3310","19143",3700
"3311","19131",50000
"3313","19140",50000
"3314","19104",50000
"3315","19135",0
"3316","19132",0
"3317","19130",1e+05
"3318","19100",0
"3319","19129",10000
"3320","19119",20000
"3321","19143",250000
"3322","19137",0
"3323","19132",50000
"3324","19133",15000
"3327","19120",75000
"3328","19120",5000
"3329","19124",0
"3330","19120",0
"3331","19144",5000
"3332","19125",0
"3333","19132",5000
"3334","19143",350000
"3336","19120",0
"3337","19100",25000
"3338","19701",0
"3339","19111",10000
"3340","19134",5000
"3341","19015",0
"3342","19012",22500
"3343","8104",10000
"3344","19152",5e+05
"3345","19151",50000
"3346","19129",37500
"3348","19116",0
"3350","19138",0
"3351","18229",10000
"3353","19146",50000
"3354","19111",5000
"3355","19135",50300
"3356","19120",0
"3357","19120",25000
"3358","19010",5000
"3359","19151",22500
"3360","19124",15000
"3361","19124",25000
"3362","19140",0
"3363","19132",7500
"3364","8016",0
"3365","08059-1520",0
"3366","19010",5000
"3367","19125",25000
"3368","19139",25000
"3369","19122",250000
"3370","19146",10000
"3371","19020",5000
"3372","19111",0
"3373","19140",50000
"3374","19144",50000
"3375","19140",50000
"3376","19124",0
"3377","19116",0
"3379","19132",2500
"3380","19124",0
"3381","19114",10000
"3382","19126",25000
"3383","19125",10000
"3384","19143",0
"3385","19142",0
"3386","19440",20000
"3387","19140",50000
"3388","19142",0
"3389","19124",0
"3390","19121",0
"3391","19132",10000
"3392","19126",25000
"3393","19136",150000
"3394","19100",0
"3395","19134",0
"3396","21901",1e+05
"3397","19152",0
"3398","19124",5000
"3399","19134",20000
"3400","19136",25000
"3401","19134",20000
"3402","19139",25000
"3403","19132",10000
"3404","19151",0
"3405","19135",5000
"3406","19143",50000
"3407","19140",1e+05
"3408","19139",5000
"3409","19144",225000
"3410","19047",0
"3411","19146",0
"3412","19132",0
"3413","19143",50000
"3414","19124",350000
"3415","19134",25000
"3416","19135",5000
"3417","19104",25000
"3418","19146",0
"3419","19123",25000
"3420","18042",0
"3421","19140",50000
"3422","19131",20000
"3423","19142",0
"3424","19124",25000
"3425","19140",5000
"3426","19124",25000
"3427","19146",25000
"3428","19111",25000
"3430","8093",0
"3431","19149",1e+05
"3432","19144",30000
"3433","19114",10000
"3434","19139",7500
"3435","19141",50000
"3436","19145",1e+06
"3437","19134",5000
"3438","19121",7500
"3439","19146",0
"3440","19120",20000
"3441","19132",150000
"3442","19134",25000
"3443","19123",5000
"3444","19144",0
"3445","19140",5000
"3446","19142",5000
"3447","19133",25000
"3448","19138",10000
"3449","19139",10000
"3450","19140",10000
"3451","19124",0
"3452","19124",1e+05
"3453","19149",1e+05
"3454","19139",5e+05
"3455","19120",0
"3456","19120",0
"3457","19139",25000
"3458","19056",0
"3460","19018",10000
"3461","19124",2500
"3462","19134",15000
"3463","19131",0
"3464","19134",0
"3465","19146",20000
"3466","19104",0
"3467","19111",2500
"3468","19114",0
"3470","19121",95000
"3471","19148",3000
"3472","19079",0
"3473","19142",1e+06
"3474","19128",50000
"3475","19134",0
"3476","19122",25000
"3477","19114",50000
"3478","19114",25000
"3479","19120",5000
"3480","19124",10000
"3481","19148",12000
"3482","19139",5000
"3483","19140",0
"3484","19120",2e+05
"3485","19131",50000
"3486","19134",10000
"3487","19120",0
"3488","19104",20000
"3489","19149",0
"3490","19121",50000
"3491","19114",0
"3492","19142",1e+06
"3493","19111",0
"3494","19136",30000
"3495","19147",10000
"3498","19120",15000
"3499","19151",0
"3500","19143",75000
"3501","19135",0
"3503","19140",0
"3504","19464",5000
"3505","19141",5000
"3506","19135",0
"3507","19140",0
"3508","19134",10000
"3509","19131",0
"3511","19149",15000
"3512","19143",50000
"3513","19121",1e+05
"3514","19154",3e+05
"3515","19134",0
"3516","19145",20000
"3517","19132",0
"3518","19134",10000
"3519","19134",40000
"3520","19134",0
"3521","19140",0
"3523","19132",15000
"3524","19133",15000
"3525","19121",15000
"3526","19061",25000
"3527","19138",40000
"3528","19140",10000
"3529","19104",50000
"3530","19120",5000
"3531","19104",1000
"3532","19134",50000
"3533","19153",0
"3534","19142",15000
"3535","19130",50000
"3536","19145",0
"3537","19122",25000
"3538","19140",4000
"3539","8093",0
"3540","19140",10000
"3541","19082",50000
"3542","19121",0
"3543","19124",0
"3544","19120",10000
"3545","19141",15000
"3546","19143",50000
"3547","19149",0
"3548","19149",2500
"3549","19133",0
"3550","19147",0
"3551","19120",50000
"3552","19022",0
"3553","19139",1e+05
"3554","19134",4000
"3555","8043",0
"3556","19120",250000
"3557","19151",10000
"3558","19135",5000
"3559","19131",3000
"3561","8564",1e+05
"3562","19120",50000
"3563","19124",2e+06
"3564","19148",0
"3565","19135",20000
"3566","19709",35000
"3567","19138",25000
"3568","19134",20000
"3569","19154",0
"3570","19145",0
"3571","19134",25000
"3572","19129",0
"3574","19440",15000
"3575","19134",7500
"3576","19104",75000
"3577","19144",10000
"3578","19140",10000
"3579","19132",30000
"3580","19132",1e+06
"3581","19133",3700
"3582","19145",25000
"3583","8096",0
"3584","19134",350000
"3585","19134",0
"3586","19146",7500
"3587","19013",10000
"3588","19143",50000
"3589","19111",5000
"3590","19401",8e+05
"3591","19143",25000
"3592","19144",0
"3593","19132",75000
"3594","19134",125000
"3595","19135",7500
"3596","19134",1000
"3597","19145",0
"3598","19148",2e+05
"3600","19120",3000
"3601","19132",2500
"3602","19132",50000
"3603","19145",20000
"3604","19801",50000
"3605","19134",50000
"3606","19140",75000
"3607","19145",50000
"3608","19120",3000
"3609","19134",30000
"3610","19143",1e+05
"3611","19142",5000
"3612","32822",15000
"3613","19140",3700
"3614","19134",125000
"3615","19138",25000
"3616","19124",4e+05
"3617","19018",0
"3618","19142",2500
"3619","19121",5000
"3620","19145",0
"3622","20746",20000
"3623","19151",0
"3624","17701",0
"3625","19116",25000
"3626","19144",50000
"3627","19124",0
"3628","19115",0
"3629","19138",1e+05
"3630","19104",0
"3631","19136",0
"3632","19100",20000
"3633","7670",25000
"3634","19124",10000
"3635","19132",0
"3638","19111",10000
"3640","19145",7500
"3641","19131",250000
"3642","19124",0
"3644","19038",0
"3645","19104",0
"3646","19082",1e+05
"3647","19133",50000
"3648","19134",12000
"3650","19121",0
"3651","19150",50000
"3652","19128",5000
"3653","19120",35000
"3654","19111",40000
"3655","19141-1809",0
"3656","19100",50000
"3658","19140",0
"3659","8611",0
"3660","19116",2000
"3661","19134",150000
"3662","19144",0
"3663","19120",35000
"3664","19130",5000
"3665","19134",2e+05
"3666","19144",0
"3667","19144",0
"3668","19143",1e+05
"3669","19119",0
"3670","19143",10000
"3671","19104",25000
"3672","19144",15000
"3673","19013",50000
"3674","19145",2500
"3675","19131",150000
"3676","19143",250000
"3677","19120",0
"3678","19100",5000
"3679","19139",20000
"3680","19116",0
"3681","19142",5000
"3682","19135",0
"3683","19100",0
"3684","19122",50000
"3685","19120",5000
"3686","19145",2500
"3687","19131",150000
"3688","19100",10000
"3689","19120",25000
"3690","19134",0
"3691","19133",15000
"3692","19145",0
"3693","19124",0
"3695","19134",5000
"3696","19124",5000
"3697","19129",0
"3698","19046",20000
"3699","19134",15000
"3700","11201",0
"3702","19124",2500
"3703","19104",0
"3704","19149",50000
"3705","19023",5000
"3706","19132",5000
"3708","19132",10000
"3709","19104",90000
"3710","19140",5000
"3711","19134",10000
"3712","19134",7500
"3713","19046",20000
"3714","19124",10000
"3715","19134",0
"3716","19124",0
"3717","19134",25000
"3718","19135",150000
"3719","19132",0
"3720","19132",0
"3721","19143",15000
"3722","19134",10000
"3723","19139",5000
"3724","19140",0
"3725","19141",10000
"3726","19134",25000
"3727","19115",0
"3728","19426",25000
"3729","19134",10000
"3730","19143",0
"3731","19104",0
"3732","19139",10000
"3733","19148",1e+05
"3734","19121",0
"3735","19133",30000
"3736","19139",0
"3737","19132",0
"3739","19140",25000
"3740","19143",0
"3741","19126",1e+05
"3742","19149",15000
"3743","19121",12000
"3744","19140",0
"3745","19130",0
"3746","19132",20000
"3747","19122",10000
"3748","19107",0
"3749","19136",0
"3750","19107",10000
"3751","19121",0
"3752","19148",50000
"3753","19145",1e+05
"3754","19140",20000
"3755","19120",50000
"3756","19104",12500
"3757","19136",7500
"3758","19132",1e+05
"3759","19120",0
"3760","19144",10000
"3761","19072",0
"3762","19131",0
"3763","19139",75000
"3764","19134",5000
"3765","19138",50000
"3766","19129",250000
"3767","19143",10000
"3768","19140",20000
"3769","19139",10000
"3771","19382",0
"3772","19120",25000
"3773","19023",0
"3774","19104",12500
"3775","19150",25000
"3776","19140",10000
"3777","19139",0
"3778","19143",0
"3779","19138",2500000
"3780","19120",0
"3781","19141",75000
"3782","19141",0
"3783","19124",25000
"3784","19134",0
"3785","19076",0
"3786","19134",1e+05
"3787","19151",20000
"3788","19124",0
"3789","19133",1e+05
"3790","19134",7500
"3791","19131",0
"3792","19082",25000
"3793","19143",300
"3794","19140",0
"3795","19139",0
"3796","19115",0
"3798","19133",5000
"3799","19132",25000
"3800","19140",15000
"3801","19140",10000
"3802","19120",15000
"3803","19111",5000
"3804","19143",0
"3805","19114",25000
"3806","19152",7500
"3807","19133",5000
"3809","19140",20000
"3810","19131",50000
"3811","19130",0
"3812","19146",0
"3813","19114",0
"3814","19138",150000
"3815","19151",10000
"3816","19121",50000
"3817","19120",150000
"3818","19148-3828",0
"3819","19103",50000
"3820","19126",20000
"3822","19134",0
"3823","19146",50000
"3824","19134",0
"3825","19020",25000
"3826","19139",0
"3827","19136",2500
"3828","19124",40000
"3829","19023",15000
"3830","19132",5000
"3831","19128",125000
"3833","19132",0
"3834","19151",5000
"3835","19107",5000
"3836","19132",0
"3837","19023",25000
"3838","19121",1e+05
"3839","19131",250000
"3840","19132",250000
"3841","19144",50000
"3842","19145",0
"3843","19143",15000
"3844","19131",5000
"3845","19151",50000
"3846","19140",25000
"3847","19050",25000
"3848","19149",0
"3849","19100",0
"3850","19132",20000
"3853","19153",0
"3854","19133",2e+05
"3855","19140",50000
"3856","19135",50000
"3857","19140",0
"3858","19121",5e+05
"3859","19023",150000
"3860","19149",20000
"3861","19100",1e+06
"3862","19132",10000
"3864","19145",5000
"3865","19121",5000
"3866","19140",5000
"3869","19121",0
"3870","19124",10000
"3871","20020",50000
"3872","19133",3e+05
"3873","19149",0
"3874","19143",25000
"3875","19140",5000
"3876","19139",0
"3877","19128",0
"3878","19121",50000
"3879","19119",50000
"3880","19078",300
"3881","15906",1000
"3883","19120",150000
"3884","19121",5000
"3885","19140",5000
"3886","19149",50000
"3887","19002",0
"3888","18330",0
"3889","19111",7500
"3890","19002",150000
"3891","19124",0
"3892","19143",0
"3893","19134",20000
"3894","19111",25000
"3895","19143",40000
"3896","19146",25000
"3899","19123",0
"3900","19111",25000
"3901","19132",12500
"3902","19002",50000
"3903","19143",30000
"3904","19124",0
"3905","19143",7500
"3906","19120",1e+05
"3907","19124",10000
"3908","19138",0
"3909","19140",0
"3910","19100",0
"3911","19144",150000
"3912","19104",0
"3913","19104-0004",10000
"3914","19141",0
"3915","19141",5000
"3916","19121",5e+05
"3917","8638",10000
"3918","19143",1e+06
"3920","19144",150000
"3921","19141",50000
"3922","19136",0
"3923","19124",300
"3924","19143",0
"3925","19139",0
"3926","19120",25000
"3928","19120",10000
"3929","19143",1e+06
"3931","19140",1e+05
"3932","19134",10000
"3933","19120",25000
"3934","19133",10000
"3935","19023",250000
"3936","19138",0
"3937","19124",0
"3938","19138",0
"3939","19014",15000
"3940","19140",0
"3941","19133",15000
"3943","19134",0
"3944","19023",25000
"3945","19139",150000
"3946","19140",0
"3947","19363",10000
"3948","19139",0
"3949","19150",20000
"3950","8079",300
"3951","19120",25000
"3952","19124",0
"3953","19142",25000
"3954","19143",5000
"3956","19120",0
"3957","19104",50000
"3958","19134",0
"3959","19148",150000
"3960","19134",0
"3961","19143",225000
"3962","19140",0
"3963","19115",50000
"3964","19145",50000
"3965","19120",25000
"3966","19141",10000
"3967","19142",0
"3968","19114",0
"3969","19139",3e+05
"3970","19124",10000
"3972","19150",10000
"3973","19119",0
"3974","19121",0
"3975","19139",5e+05
"3976","19124",10000
"3977","19124",0
"3978","19121",50000
"3979","19145",20000
"3980","19115",50000
"3981","19134",250000
"3982","19134",10000
"3983","19132",2500
"3984","19115",10000
"3985","19050",25000
"3986","19121",7500
"3988","19143",50000
"3989","19134",2e+05
"3990","19139",750000
"3991","19138",150000
"3992","19140",0
"3993","19133",0
"3994","19023",0
"3995","19136",25000
"3996","19104",50000
"3997","19143",150000
"3998","19134",5000
"3999","19132",10000
"4000","19139",750000
"4001","19133",0
"4002","19131",0
"4003","19146",40000
"4004","19122",5e+05
"4005","18000",150000
"4006","19142",0
"4007","19150",0
"4008","19100",1e+05
"4009","19122",10000
"4010","19140",20000
"4011","19348",0
"4012","19140",25000
"4014","19149",5000
"4015","19143",25000
"4016","19134",5000
"4017","19131",125000
"4018","19149",25000
"4019","40517",30000
"4020","19134",5e+05
"4021","8081",2e+05
"4022","19131",10000
"4023","19116",350000
"4024","19139",150000
"4025","19149",5000
"4026","19142",0
"4027","19141",15000
"4028","18000",150000
"4029","19143",25000
"4030","19100",7500
"4031","19134",15000
"4032","19126",2500
"4034","19124",2e+05
"4035","19050",1e+05
"4036","8321",20000
"4038","19143",10000
"4039","19142",1e+05
"4040","19134",12000
"4041","19067",0
"4042","19124",0
"4043","19139",50000
"4044","19135",1e+06
"4045","19151",150000
"4046","19134",5e+05
"4047","19131",1e+05
"4048","19151",2e+05
"4049","19120",0
"4050","19134",1e+05
"4051","19148",0
"4052","19128",0
"4053","19133",5000
"4054","19149",50000
"4055","19144",5e+06
"4056","19150",20000
"4057","19124",10000
"4059","19141",3e+05
"4060","19151",50000
"4061","19135",2e+06
"4063","19140",25000
"4064","19401",0
"4065","60188",0
"4066","19133",30000
"4067","19123",0
"4069","19140",25000
"4070","19127",0
"4071","19121",15000
"4072","19147",25000
"4073","19149",90000
"4074","19134",25000
"4075","19132",75000
"4076","19134",0
"4077","19125",1e+05
"4078","19145",10000
"4079","19133",5000
"4080","19146",0
"4081","19100",7500
"4082","19132",50000
"4083","19142",10000
"4084","19122",75000
"4085","19121",15000
"4086","19125",0
"4087","19121",15000
"4088","19121",250000
"4089","19123",0
"4091","19146",75000
"4092","19134",0
"4093","19120",0
"4094","19121",5e+05
"4096","19140",0
"4097","19149",10000
"4098","19135",0
"4099","19132",25000
"4100","19134",1e+05
"4101","19702",150000
"4102","19120",0
"4103","19115",0
"4104","19124",3700
"4105","8332",0
"4107","19132",0
"4108","19146",0
"4109","19143",12000
"4110","19134",75000
"4111","19139",0
"4112","19120",5000
"4113","19013",0
"4114","19120",0
"4115","85006",25000
"4116","19124",0
"4117","19124",50000
"4118","19132",0
"4120","19124",0
"4121","19148",0
"4122","19139",0
"4124","19140",20000
"4125","19150",1e+05
"4126","19144",0
"4127","19132",5000
"4128","19114",25000
"4129","19134",0
"4130","19144",50000
"4131","19151",25000
"4133","19131",0
"4134","19140",150000
"4135","19142",0
"4136","19148",0
"4137","19124",10000
"4138","19111",0
"4139","19401",50000
"4140","19119",25000
"4141","19121",0
"4142","19132",5000
"4143","19114",25000
"4144","19140",6700
"4145","19134",20000
"4146","19122",10000
"4147","19027",0
"4148","19154",0
"4149","19143",5000
"4150","19148",1e+05
"4151","19141",0
"4152","19143",50000
"4153","19133",7500
"4154","19143",15000
"4156","19144",0
"4157","18235",50000
"4158","19144",5000
"4159","19121",5e+05
"4160","19124",25000
"4161","19100",50000
"4162","19144",0
"4163","19124",5000
"4164","19111",50300
"4166","19131",20000
"4167","19401",0
"4168","19142",1e+05
"4169","19134",10000
"4170","19100",1e+05
"4171","19111",20000
"4172","19144",0
"4173","19140",0
"4174","19140",150000
"4175","19134",7500
"4176","19100",2500
"4177","19122",10000
"4178","19129",0
"4179","19142",0
"4180","19120",2500
"4181","19133",25000
"4182","19139",2e+05
"4183","18104",1e+05
"4184","19140",2e+05
"4185","19147",25000
"4186","19401",0
"4187","19140",12000
"4189","19128",30000
"4190","19141",2e+05
"4191","19139",0
"4192","19104",0
"4193","20924",0
"4194","19139",2500
"4195","19141",25000
"4196","8096",0
"4197","19120",5000
"4198","19143",40000
"4199","19103",0
"4200","19134",35000
"4201","19145",3000
"4202","19401",0
"4203","19104",25000
"4204","3365",0
"4205","19143",10000
"4206","19124",25000
"4207","19104",0
"4208","19133",2e+05
"4209","19131",0
"4210","19146",5000
"4213","19150",0
"4215","19027",150000
"4217","19133",6000
"4218","19107",2e+05
"4219","19132",70000
"4220","19604",0
"4221","19149",0
"4222","19115",20000
"4223","19153",0
"4224","19124",25000
"4225","19131",1e+05
"4226","19146",20000
"4227","19139",50000
"4228","19132",50000
"4229","19135",50000
"4230","19131",0
"4231","19132",0
"4232","19104",10000
"4233","19154",25000
"4234","19140",3e+05
"4235","19104",250000
"4236","19120",10000
"4237","19107",0
"4238","19082",5000
"4239","19143",25000
"4240","19120",0
"4241","19142",35000
"4242","19132",0
"4243","19422",0
"4244","19124",0
"4245","19140",25000
"4246","19104",10000
"4247","19134",150000
"4248","19142",35000
"4249","19136",25000
"4250","19405",0
"4251","19023",7500
"4252","19120",10000
"4254","19120",0
"4255","19149",0
"4257","19139",50000
"4258","19143",35000
"4259","19136",50000
"4260","19126",0
"4261","19121",20000
"4262","19134",0
"4263","19133",25000
"4264","19114",25000
"4265","19134",15000
"4266","19154",75000
"4267","19132",50000
"4268","18069",5000
"4269","19115",5e+05
"4270","19018",0
"4271","19139",5000
"4272","19140",5000
"4273","19133",0
"4274","19139",50000
"4275","8062",10000
"4276","19139",50000
"4277","19139",20000
"4278","19140",5000
"4279","19144",0
"4280","19140",1e+05
"4281","19140",0
"4282","19143",0
"4283","19136",0
"4284","19141",1e+05
"4285","19116",0
"4286","19142",25000
"4287","19120",0
"4288","19142",1e+05
"4289","19111",0
"4290","19123",50000
"4291","19114",5000
"4292","17047",5000
"4293","19133",5000
"4294","19132",0
"4295","19140",50000
"4296","19143",75000
"4297","19136",0
"4298","19736",0
"4299","19124",0
"4300","19134",0
"4301","19133",1e+05
"4302","8308",0
"4303","19103",15000
"4304","19152",10000
"4305","19135",25000
"4306","19149",5000
"4307","19142",0
"4308","19122",50000
"4309","19111",0
"4310","19134",1e+05
"4311","19082",15000
"4312","19128",0
"4313","19151",25000
"4314","19134",1e+05
"4315","19131",25000
"4316","19103",15000
"4317","19152",10000
"4318","19140",50000
"4319","19128",0
"4320","19132",0
"4321","19124",10000
"4323","19134",0
"4324","19140",0
"4325","19119",5000
"4326","19144",0
"4327","19199",50000
"4328","19126",1e+05
"4329","19132",25000
"4330","19136",0
"4331","19143",0
"4332","19116",25000
"4333","7735",2500
"4334","19139",10000
"4335","19142",250000
"4336","19104",10000
"4337","19124",0
"4338","19140",50000
"4339","19131",0
"4340","19144",10000
"4341","19126",25000
"4342","19023",20000
"4343","19138",2e+06
"4344","19120",50000
"4345","19134",5000
"4346","19446",10000
"4347","19132",0
"4348","19134",10000
"4349","19141",0
"4350","19116",10000
"4351","19139",0
"4352","19134",0
"4353","19132",0
"4354","19143",12000
"4355","19150",5000
"4356","19104",0
"4357","19124",25000
"4358","19124",0
"4359","19142",6700
"4360","19134",10000
"4361","19131",0
"4362","19140",0
"4363","19124",25000
"4365","19148",5e+05
"4366","19124",20000
"4367","19151",250000
"4368","19132",0
"4369","19131",0
"4370","19139",50000
"4371","19140",0
"4372","8081",0
"4373","19104",15000
"4374","19134",150000
"4375","19142",4e+05
"4376","19145",10000
"4377","19146",6700
"4378","19134",1e+06
"4379","19120",10000
"4380","19144",0
"4381","19137",0
"4382","19140",5000
"4383","19128",0
"4384","19150",0
"4385","19805",5000
"4386","19140",0
"4387","19141",250000
"4388","19100",0
"4390","19143",150000
"4391","19143-3916",25000
"4392","19132",20000
"4393","19120",25000
"4394","19144",1e+05
"4395","19142",999999
"4397","19114",0
"4398","19124",0
"4400","19120",25000
"4401","19133",50000
"4402","19143",0
"4403","19120",6000
"4404","19120",50000
"4405","19144",0
"4406","19126",2500
"4407","8401",0
"4408","19125",150000
"4409","19143",1e+05
"4410","19053",0
"4413","19143",20000
"4414","19083",5000
"4415","19103",0
"4418","19132",50000
"4419","19104",30000
"4420","19154",0
"4421","19131",0
"4422","19152",2e+05
"4423","19140",0
"4424","19144",25000
"4426","19121",0
"4427","19149",10000
"4428","19132",75000
"4429","21921",50000
"4431","19126",15000
"4432","19120",5000
"4434","19144",125000
"4435","19149",10000
"4436","19134",25000
"4437","19154",0
"4439","19121",25000
"4440","8505",150000
"4441","19152",2e+05
"4442","19143",10000
"4443","19720",0
"4444","19134",20000
"4445","19143",250000
"4446","19139",0
"4447","19805",0
"4448","19134",0
"4449","19143",10000
"4450","19124",25000
"4451","19120",75000
"4452","19124",50000
"4453","19121",25000
"4454","19140",3500
"4455","19135",25000
"4456","19142",75000
"4457","19146",0
"4458","19120",2500
"4459","19143",150000
"4463","8066",50000
"4464","19120",0
"4465","19047",1e+05
"4466","19133",15000
"4467","19132",0
"4469","19134",75000
"4470","19153",0
"4471","19143",25000
"4472","19111",10000
"4473","19111",5000
"4474","19153",0
"4475","19140",75000
"4476","19121",0
"4477","19120",5000
"4478","19143",5000
"4479","19143",1e+05
"4480","19144",0
"4481","19138",10000
"4482","19146",10000
"4483","19132",50000
"4484","19140",0
"4485","19132",10000
"4486","19115",0
"4487","19121",50000
"4488","19136",225000
"4489","8012",30000
"4490","19140",1e+05
"4491","19082",2500
"4492","19132",0
"4493","19140",10000
"4495","19144",5000
"4496","19138",0
"4497","19146",10000
"4498","19107",25000
"4499","19145",0
"4500","19131",5000
"4501","19082",8000
"4502","19136",0
"4504","19138",1500
"4505","19134",0
"4506","19133",25000
"4507","19320",0
"4508","19136",225000
"4509","19138",0
"4510","8002",30000
"4513","19144",25000
"4514","19124",1e+05
"4516","19140",25000
"4517","19133",2e+05
"4518","19140",0
"4519","19104",5000
"4520","19124",50000
"4521","19124",75000
"4522","19121",5000
"4523","19803",50000
"4524","19132",75000
"4525","19143",1e+05
"4526","19139",0
"4527","19056",0
"4528","19031",50000
"4529","19151",5000
"4530","19012",0
"4532","19131",2e+05
"4533","19134",0
"4534","19134",50000
"4535","19149",0
"4537","19119",5000
"4538","19145",25000
"4539","19139",5000
"4540","19140",0
"4541","19123",1e+05
"4543","19134",25000
"4544","19144",15000
"4545","19135",1500
"4546","19120",0
"4547","19141",5000
"4548","19082",1e+05
"4549","19134",0
"4550","19144",15000
"4551","19141",25000
"4552","19145",25000
"4553","19129",20000
"4554","19131",25000
"4555","19144",75000
"4556","19808",0
"4557","19132",25000
"4558","19145",15000
"4559","19140",20000
"4560","19149",150000
"4562","19134",5000
"4563","19808",0
"4564","32792",1e+05
"4565","19140",0
"4566","19121",6700
"4567","19141",50000
"4568","19144",20000
"4569","19111",15000
"4570","19146",50000
"4571","19136",5000
"4572","19124",0
"4574","19140",0
"4575","19063",35000
"4576","19135",20000
"4577","19140",75000
"4578","19141",6700
"4579","19142",0
"4580","19121",25000
"4581","19122",10000
"4582","19134",0
"4583","19133",150000
"4584","19138",1500
"4585","19123",15000
"4586","19146",2e+05
"4587","19122",50000
"4588","19132",20000
"4589","19141",25000
"4590","19121",50000
"4591","19111",20000
"4592","19148",25000
"4593","19133",0
"4595","19133",2e+06
"4596","19120",0
"4597","19142",25000
"4598","19140",0
"4599","19120",1e+05
"4600","19139",30000
"4601","19143",12000
"4602","19139",30000
"4603","19133",2e+06
"4604","19132",2e+05
"4605","19143",15000
"4606","19134",50000
"4607","19124",25000
"4608","19139",30000
"4609","19121",0
"4610","19121",15000
"4611","19142",0
"4612","19131",0
"4613","30168",50000
"4614","19139",25000
"4615","19143",0
"4617","19126",3700
"4618","19120",0
"4619","19808",25000
"4620","19143",50000
"4621","19138",5000
"4622","19140",30000
"4623","19144",0
"4624","19141",250000
"4625","19134",50000
"4626","19134",10000
